日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20150821,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3714.29,3757.78,3578.17,3589.54,-171.92,-4.57,21798.64,2674.98,300
20150824,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3454.60,3468.15,3266.55,3275.53,-314.00,-8.75,25543.67,2731.24,300
20150825,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3070.01,3200.11,3019.56,3042.93,-232.61,-7.10,27608.13,2811.60,300
20150826,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3062.57,3192.93,2952.01,3025.69,-17.23,-0.57,30827.06,3121.88,300
20150827,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3092.81,3206.72,3028.40,3205.64,179.95,5.95,26729.49,2787.70,300
20150828,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3246.24,3353.24,3223.62,3342.29,136.65,4.26,29949.84,3187.63,300
20150831,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3307.40,3368.28,3205.54,3366.54,24.25,0.73,28025.04,3066.11,300
20150901,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3296.53,3370.50,3190.58,3362.08,-4.45,-0.13,35245.85,3513.88,300
20150902,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3220.85,3387.02,3213.64,3365.83,3.75,0.11,34778.94,3489.86,300
20150907,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3347.29,3422.22,3240.24,3250.49,-115.35,-3.43,20422.44,2217.57,300
20150908,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3221.79,3340.22,3170.81,3334.02,83.54,2.57,15459.96,1682.95,300
20150909,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3344.82,3426.65,3330.29,3399.31,65.28,1.96,22046.74,2588.16,300
20150910,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3349.28,3398.32,3337.31,3357.56,-41.74,-1.23,14488.30,1681.08,300
20150911,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3349.88,3383.13,3315.48,3347.19,-10.37,-0.31,10854.75,1302.62,300
20150914,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3367.64,3373.92,3187.57,3281.13,-66.06,-1.97,20545.73,2261.69,300
20150915,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3208.74,3240.08,3131.98,3152.23,-128.90,-3.93,14355.56,1459.89,300
20150916,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3149.16,3345.92,3131.37,3309.25,157.02,4.98,15971.00,1682.70,300
20150917,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3287.66,3354.91,3237.00,3237.00,-72.25,-2.18,16940.19,1902.70,300
20150918,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3254.44,3280.88,3227.83,3251.27,14.27,0.44,10690.35,1217.53,300
20150921,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3222.60,3312.55,3211.93,3308.25,56.97,1.75,12278.87,1453.23,300
20150922,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3312.37,3371.41,3303.18,3339.03,30.78,0.93,14622.20,1724.93,300
20150923,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3290.07,3315.94,3253.33,3263.03,-76.00,-2.28,12317.14,1368.86,300
20150924,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3278.90,3300.86,3255.90,3285.00,21.97,0.67,10201.12,1208.21,300
20150925,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3272.67,3290.86,3201.91,3231.95,-53.05,-1.61,12141.93,1376.02,300
20150928,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3226.61,3246.55,3186.51,3242.75,10.80,0.33,7421.95,880.07,300
20150929,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3197.22,3208.42,3159.04,3178.85,-63.90,-1.97,8715.06,966.92,300
20150930,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3195.90,3223.91,3186.77,3202.95,24.09,0.76,7855.93,958.82,300
20151008,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3324.98,3337.33,3294.60,3296.48,93.53,2.92,13208.18,1641.21,300
20151009,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3302.36,3352.38,3293.97,3340.12,43.63,1.32,12435.25,1447.31,300
20151012,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3351.14,3486.63,3347.25,3447.69,107.58,3.22,22140.05,2637.06,300
20151013,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3422.48,3452.05,3413.97,3445.04,-2.65,-0.08,14543.38,1749.79,300
20151014,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3431.14,3458.70,3403.23,3406.11,-38.93,-1.13,15217.39,1745.99,300
20151015,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3403.39,3486.82,3402.32,3486.82,80.70,2.37,17115.83,2018.82,300
20151016,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3508.52,3537.54,3487.10,3534.07,47.25,1.36,20896.47,2522.11,300
20151019,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3548.95,3572.99,3502.50,3534.18,0.12,0.00,20760.67,2548.91,300
20151020,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3527.88,3577.80,3510.44,3577.70,43.52,1.23,17902.51,2265.26,300
20151021,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3580.84,3601.24,3417.41,3473.25,-104.45,-2.92,28207.61,3268.87,300
20151022,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3453.20,3530.77,3442.31,3524.53,51.28,1.48,18430.56,2235.84,300
20151023,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3536.84,3581.84,3515.82,3571.24,46.71,1.33,19829.45,2470.60,300
20151026,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3614.70,3620.76,3561.19,3589.26,18.02,0.50,20424.89,2704.90,300
20151027,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3569.45,3601.05,3486.10,3592.88,3.62,0.10,19205.61,2390.43,300
20151028,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3575.80,3598.17,3517.21,3524.92,-67.96,-1.89,17097.71,2133.03,300
20151029,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3539.98,3561.81,3507.97,3533.31,8.39,0.24,12701.04,1610.52,300
20151030,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3530.22,3574.47,3497.57,3534.08,0.77,0.02,13914.19,1833.17,300
20151102,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3489.23,3543.45,3474.71,3475.96,-58.12,-1.64,13000.26,1674.55,300
20151103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3484.72,3501.70,3452.62,3465.49,-10.47,-0.30,10140.19,1322.32,300
20151104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3477.16,3628.54,3477.16,3628.54,163.05,4.70,20542.39,2669.56,300
20151105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3630.78,3781.41,3627.30,3705.97,77.43,2.13,39804.66,4951.38,300
20151106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3698.34,3801.71,3694.66,3793.37,87.40,2.36,29875.31,3897.79,300
20151109,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3796.38,3891.77,3796.38,3840.35,46.98,1.24,35680.48,4631.62,300
20151110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3806.67,3876.49,3798.82,3833.24,-7.12,-0.19,28651.96,3809.11,300
20151111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3828.45,3843.11,3781.41,3833.65,0.41,0.01,23223.43,3070.08,300
20151112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3841.74,3843.90,3771.27,3795.32,-38.32,-1.00,21753.76,3024.47,300
20151113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3756.20,3793.71,3727.58,3746.24,-49.08,-1.29,20348.99,2819.61,300
20151116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3682.73,3764.41,3680.07,3764.13,17.88,0.48,16169.09,2274.84,300
20151117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3790.43,3852.77,3750.16,3758.39,-5.74,-0.15,24853.31,3651.39,300
20151118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3760.46,3771.85,3706.31,3715.58,-42.81,-1.14,18568.95,2541.38,300
20151119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3725.62,3775.23,3714.67,3774.97,59.39,1.60,15463.20,2045.58,300
20151120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3778.88,3793.54,3757.03,3774.38,-0.59,-0.02,18695.17,2422.95,300
20151123,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3774.44,3802.85,3743.41,3753.34,-21.05,-0.56,17562.68,2346.41,300
20151124,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3745.76,3754.17,3702.74,3753.89,0.55,0.01,14338.33,1924.95,300
20151125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3747.76,3781.86,3735.72,3781.61,27.72,0.74,15194.49,2151.25,300
20151126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3795.25,3805.84,3756.82,3759.43,-22.18,-0.59,17352.55,2397.97,300
20151127,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3739.10,3742.74,3534.39,3556.99,-202.44,-5.38,20893.94,2697.58,300
20151130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3554.89,3587.97,3455.07,3566.41,9.42,0.26,17320.12,2200.98,300
20151201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3562.32,3617.31,3536.12,3591.70,25.28,0.71,13653.66,1765.99,300
20151202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3587.76,3725.85,3573.40,3721.95,130.26,3.63,21353.89,2609.39,300
20151203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3709.55,3758.45,3693.14,3749.30,27.34,0.73,19776.21,2366.99,300
20151204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3719.73,3726.12,3667.29,3677.59,-71.71,-1.91,15119.95,1964.56,300
20151207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3681.58,3699.34,3658.58,3687.61,10.02,0.27,11388.32,1612.20,300
20151208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3668.84,3668.84,3619.44,3623.02,-64.59,-1.75,12578.11,1633.17,300
20151209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3613.42,3655.16,3611.49,3635.94,12.92,0.36,11332.54,1543.20,300
20151210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3634.37,3678.32,3615.99,3623.08,-12.85,-0.35,12021.56,1686.22,300
20151211,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3605.37,3630.74,3578.15,3608.06,-15.03,-0.41,11032.25,1452.49,300
20151214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3573.88,3712.50,3571.00,3711.32,103.26,2.86,15176.91,2032.92,300
20151215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3707.73,3717.36,3679.23,3694.39,-16.93,-0.46,12648.17,1867.95,300
20151216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3703.95,3713.09,3677.45,3685.44,-8.95,-0.24,11134.27,1601.18,300
20151217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3712.78,3768.84,3709.85,3755.89,70.45,1.91,17792.41,2425.44,300
20151218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3754.96,3810.22,3750.93,3767.91,12.02,0.32,17346.60,2322.81,300
20151221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3762.10,3877.82,3759.99,3865.96,98.05,2.60,21743.53,2899.05,300
20151222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3872.10,3880.47,3841.59,3876.73,10.77,0.28,18030.37,2437.97,300
20151223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3877.87,3926.69,3862.96,3866.38,-10.35,-0.27,20701.71,2947.11,300
20151224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3858.13,3867.68,3787.08,3829.40,-36.98,-0.96,14718.14,2036.84,300
20151225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3832.08,3848.02,3813.20,3838.20,8.80,0.23,11962.40,1633.15,300
20151228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3847.53,3853.39,3727.63,3727.63,-110.57,-2.88,15398.84,2100.26,300
20151229,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3723.05,3762.05,3710.48,3761.87,34.24,0.92,10188.56,1404.05,300
20151230,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3762.91,3765.66,3726.28,3765.18,3.30,0.09,10563.00,1557.44,300
20151231,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3760.90,3772.62,3727.32,3731.00,-34.17,-0.91,10187.36,1450.44,300
20160104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3725.86,3726.24,3468.95,3469.07,-261.94,-7.02,11537.07,1459.68,300
20160105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3382.18,3518.22,3377.28,3478.78,9.71,0.28,16211.70,1960.17,300
20160106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3482.41,3543.74,3468.47,3539.81,61.03,1.75,14596.61,1609.47,300
20160107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3481.15,3481.15,3284.74,3294.38,-245.42,-6.93,4410.26,471.31,300
20160108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3371.87,3418.85,3237.93,3361.56,67.18,2.04,18595.95,2034.99,300
20160111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3303.12,3342.48,3192.45,3192.45,-169.11,-5.03,17463.84,1844.64,300
20160112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3214.82,3242.25,3174.55,3215.71,23.26,0.73,12822.58,1420.49,300
20160113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3240.48,3257.30,3155.88,3155.88,-59.83,-1.86,12066.65,1308.86,300
20160114,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3076.64,3226.66,3072.04,3221.57,65.69,2.08,13453.77,1447.72,300
20160115,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3200.89,3216.80,3101.05,3118.73,-102.84,-3.19,12460.18,1318.83,300
20160118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3068.23,3165.62,3066.73,3130.73,12.00,0.38,10112.84,1094.58,300
20160119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3132.70,3227.91,3119.22,3223.13,92.40,2.95,12765.39,1429.08,300
20160120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3204.22,3225.95,3154.43,3174.38,-48.75,-1.51,13065.05,1433.13,300
20160121,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3136.38,3202.54,3081.35,3081.35,-93.03,-2.93,11118.97,1218.56,300
20160122,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3114.90,3132.17,3053.96,3113.46,32.12,1.04,8995.11,968.86,300
20160125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3129.03,3149.33,3105.10,3128.89,15.42,0.50,8154.01,857.78,300
20160126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3099.60,3106.53,2934.65,2940.51,-188.38,-6.02,12693.39,1272.51,300
20160127,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2953.18,2963.54,2839.29,2930.35,-10.16,-0.35,13222.94,1269.98,300
20160128,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2909.33,2941.89,2841.84,2853.76,-76.60,-2.61,9922.28,956.64,300
20160129,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2855.60,2965.31,2854.37,2946.09,92.33,3.24,11330.43,1094.62,300
20160201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2939.04,2944.52,2869.56,2901.05,-45.04,-1.53,8679.53,829.31,300
20160202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2901.53,2972.43,2901.51,2961.33,60.29,2.08,8860.20,887.40,300
20160203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2931.29,2954.71,2909.90,2948.64,-12.70,-0.43,7738.90,748.17,300
20160204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2960.33,2999.21,2960.21,2984.76,36.12,1.23,9177.97,915.50,300
20160205,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2982.06,2988.36,2962.85,2963.79,-20.97,-0.70,7685.08,774.43,300
20160215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2888.43,2961.49,2886.02,2946.71,-17.08,-0.58,7291.94,712.85,300
20160216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2962.19,3042.09,2962.19,3037.04,90.33,3.07,11257.96,1123.00,300
20160217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3034.09,3065.78,3027.05,3063.32,26.28,0.87,12829.16,1222.79,300
20160218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3079.53,3093.51,3049.84,3053.70,-9.62,-0.31,12440.15,1226.19,300
20160219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3047.94,3065.97,3032.63,3051.59,-2.11,-0.07,8733.80,908.49,300
20160222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3083.93,3128.21,3071.33,3118.87,67.28,2.20,14094.70,1416.84,300
20160223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3117.20,3119.22,3061.43,3089.36,-29.50,-0.95,11256.74,1174.76,300
20160224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3077.61,3109.55,3055.25,3109.55,20.18,0.65,11178.27,1129.19,300
20160225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3104.41,3104.44,2905.46,2918.75,-190.80,-6.14,15782.98,1534.93,300
20160226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2942.10,2964.39,2902.95,2948.03,29.28,1.00,10694.97,1025.32,300
20160229,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2939.58,2939.87,2821.21,2877.47,-70.56,-2.39,12934.10,1184.41,300
20160301,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2881.34,2950.44,2863.32,2930.69,53.23,1.85,11604.59,1104.91,300
20160302,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2933.92,3054.72,2933.12,3051.33,120.64,4.12,17597.23,1640.25,300
20160303,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3050.39,3078.44,3040.25,3058.42,7.09,0.23,17310.57,1655.09,300
20160304,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3047.54,3101.66,3032.42,3093.89,35.47,1.16,21917.25,2055.20,300
20160307,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3109.00,3130.90,3083.58,3104.84,10.95,0.35,13246.20,1277.90,300
20160308,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3100.15,3109.25,3001.83,3107.67,2.83,0.09,13623.57,1287.58,300
20160309,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3045.92,3072.92,3020.13,3071.91,-35.77,-1.15,11146.62,1062.99,300
20160310,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3056.21,3074.16,3012.69,3013.15,-58.76,-1.91,7607.22,781.80,300
20160311,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,2990.21,3026.44,2982.17,3018.28,5.14,0.17,7333.36,743.67,300
20160314,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3039.57,3106.80,3034.00,3065.69,47.41,1.57,11710.87,1235.39,300
20160315,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3061.34,3077.08,3028.58,3074.78,9.09,0.30,9831.19,1013.03,300
20160316,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3068.87,3100.35,3064.52,3090.03,15.25,0.50,12473.64,1261.29,300
20160317,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3096.81,3147.84,3077.57,3124.20,34.17,1.11,12166.18,1366.04,300
20160318,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3136.22,3197.67,3130.10,3171.96,47.76,1.53,19730.26,2100.18,300
20160321,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3203.29,3267.78,3198.36,3249.44,77.47,2.44,23326.95,2568.37,300
20160322,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3231.61,3249.68,3218.73,3225.79,-23.65,-0.73,16102.09,1942.12,300
20160323,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3217.73,3242.25,3202.98,3236.09,10.30,0.32,12567.93,1555.67,300
20160324,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3211.50,3221.91,3181.81,3181.85,-54.24,-1.68,13313.11,1624.36,300
20160325,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3176.81,3204.44,3174.32,3197.82,15.97,0.50,9739.53,1151.96,300
20160328,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3206.95,3229.62,3161.88,3169.73,-28.09,-0.88,10344.19,1238.44,300
20160329,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3171.31,3178.07,3122.76,3135.41,-34.32,-1.08,9729.47,1138.44,300
20160330,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3161.29,3216.68,3161.29,3216.28,80.87,2.58,11780.25,1407.22,300
20160331,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3229.20,3241.93,3208.66,3218.09,1.81,0.06,12155.21,1472.68,300
20160401,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3213.67,3222.61,3165.86,3221.89,3.81,0.12,11812.21,1270.50,300
20160405,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3211.30,3271.93,3205.21,3264.49,42.59,1.32,14604.78,1592.97,300
20160406,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3250.52,3267.64,3236.20,3257.53,-6.96,-0.21,12019.63,1372.06,300
20160407,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3266.29,3270.82,3208.64,3209.29,-48.24,-1.48,11240.95,1282.73,300
20160408,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3189.85,3197.77,3163.31,3185.73,-23.56,-0.73,10100.56,1139.21,300
20160411,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3213.51,3251.57,3213.51,3230.10,44.37,1.39,12521.27,1427.59,300
20160412,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3227.37,3232.26,3198.90,3218.45,-11.65,-0.36,9286.94,990.87,300
20160413,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3237.86,3296.52,3237.86,3261.38,42.93,1.33,19561.39,2001.60,300
20160414,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3277.10,3286.07,3252.05,3275.83,14.45,0.44,11315.73,1179.89,300
20160415,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3279.86,3282.98,3261.73,3272.21,-3.63,-0.11,9980.75,1079.64,300
20160418,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3252.67,3252.67,3221.66,3228.45,-43.75,-1.34,9709.01,1039.56,300
20160419,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3243.97,3250.73,3221.58,3238.30,9.85,0.31,8087.14,909.76,300
20160420,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3244.14,3248.42,3107.37,3181.03,-57.28,-1.77,16220.79,1723.25,300
20160421,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3160.80,3198.56,3150.94,3160.60,-20.42,-0.64,10475.27,1103.24,300
20160422,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3142.56,3175.38,3137.99,3174.90,14.30,0.45,7707.85,824.43,300
20160425,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3164.74,3172.27,3137.11,3162.03,-12.87,-0.41,6751.94,747.35,300
20160426,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3159.77,3181.10,3150.40,3179.16,17.13,0.54,5902.07,688.72,300
20160427,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3181.93,3188.83,3162.69,3165.92,-13.24,-0.42,6000.41,706.20,300
20160428,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3169.33,3174.77,3135.64,3160.58,-5.33,-0.17,6987.07,788.77,300
20160429,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3153.54,3171.29,3149.40,3156.75,-3.84,-0.12,5802.98,708.08,300
20160503,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3159.82,3218.49,3151.40,3213.54,56.79,1.80,9816.48,1157.34,300
20160504,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3203.47,3222.88,3198.29,3209.46,-4.08,-0.13,9086.24,977.97,300
20160505,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3204.17,3217.28,3196.57,3213.92,4.46,0.14,7473.37,839.46,300
20160506,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3213.14,3216.89,3130.15,3130.35,-83.57,-2.60,10868.02,1192.65,300
20160509,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3115.43,3115.43,3055.01,3065.62,-64.74,-2.07,9923.05,1004.09,300
20160510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3055.21,3084.72,3055.18,3069.11,3.50,0.11,6884.99,706.51,300
20160511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3080.64,3102.88,3063.09,3082.81,13.70,0.45,8179.43,873.23,300
20160512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3059.38,3095.35,3035.02,3090.14,7.33,0.24,7876.57,814.19,300
20160513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3081.68,3103.10,3064.69,3074.94,-15.20,-0.49,6262.98,658.51,300
20160516,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3064.53,3095.56,3053.66,3095.31,20.37,0.66,5946.19,644.05,300
20160517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3095.52,3105.20,3073.46,3086.02,-9.28,-0.30,6527.81,753.89,300
20160518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3071.53,3072.61,3039.46,3068.04,-17.99,-0.58,8271.54,884.59,300
20160519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3060.34,3086.98,3058.15,3062.50,-5.54,-0.18,6044.42,686.79,300
20160520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3047.78,3078.53,3041.52,3078.22,15.72,0.51,5608.08,651.24,300
20160523,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3078.52,3098.48,3076.50,3087.22,9.00,0.29,5969.72,703.38,300
20160524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3083.24,3083.26,3052.59,3063.56,-23.67,-0.77,5873.44,611.06,300
20160525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3079.75,3089.10,3054.87,3059.23,-4.33,-0.14,5665.28,633.17,300
20160526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3056.60,3072.52,3027.44,3064.21,4.99,0.16,6039.30,659.85,300
